ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,68199796AC,SILENCER Hood,,,,,,68199796AD,[MGB],available,280,189,/parts/mopar-silencer-hood~68199796ac.html
2,6030441,PUSH PIN .250X.900,,,,14,1,,,available,7.95,5.53,/parts/mopar-push-pin~6030441.html
3,4680665AA,"PAD B-Pillar, Upper Extension",,,,6,1,,,available,5.85,4.08,/parts/mopar-pad~4680665aa.html
,68252078AA,"PAD Location: Inner Right Side Door Panel, 1 Inch Wide X 2 Inches Long",,,,,,,,available,14.35,10.02,/parts/mopar-pad~68252078aa.html
