ref_no,part_number,description,side,year_range,fitting_vehicle_options,engine,require_quantity,package_quantity,replaced_by,replaces,notes,status,msrp,sale_price,item_dimensions,item_weight,detail_url
1,6102121AA,BOLT Hex Head M8x1.25x70,,2013-2015,"SRT, SRT GTC, SRT GTS, SRT-10",10 Cyl 8.4L,3,1,,,,available,4.5,3.15,3.1 x 0.6 x 0.6 inches,0.70 Pounds,/parts/mopar-bolt-hex-head~6102121aa.html
2,5037834AA,BRACKET A/C Compressor,,"2013-2015, 2008-2010","COMP. Coupe, SRT, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.4L,,,,,,discontinued,,,8.2 x 7.7 x 2.5 inches,1.80 Pounds,/parts/mopar-bracket-a-c-compressor~5037834aa.html
3,6505482AA,SCREW AND WASHER Hex Head M8x1.25x50,,"2013-2017, 2008-2010","COMP. Coupe, SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10, SRT-10 Convertible, SRT-10 Coupe",10 Cyl 8.4L,2,1,,,,available,5.2,3.55,2.3 x 0.6 x 0.7 inches,0.60 Pounds,/parts/mopar-screw-hex-head~6505482aa.html
4,6508373AA,BOLT Hex Flange Head M6x1.00x22.00,,2013-2017,"SRT, SRT ACR, SRT GTC, SRT GTS, SRT-10",10 Cyl 8.4L,2,1,,,,available,2.65,1.75,1.3 x 0.7 x 0.7 inches,0.50 Pounds,/parts/mopar-bolt-hex-flange-head~6508373aa.html
