ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,68045202AA,SHIM,,,,,,,[0.61 mm],available,6.2,4.31,/parts/mopar-shim~68045202aa.html
2,68045325AA,BEARING KIT Countershaft Front,,,,,,,,available,125,82.52,/parts/mopar-bearing-countershaft-front~68045325aa.html
3,68028347AA,COUNTERSHAFT,,,,,,,,available,798,519.2,/parts/mopar-shaft~68028347aa.html
4,68045326AA,BEARING KIT Countershaft Mid,,,,,,,,available,289,191.25,/parts/mopar-bearing-countershaft-mid~68045326aa.html
5,68029162AA,SEPARATOR,,,,,,,,available,60.25,41.82,/parts/mopar-washer-thrust~68029162aa.html
6,68029146AA,SPACER Sixth Gear,,,,,,,,available,8.6,5.88,/parts/mopar-shim-sixth-gear~68029146aa.html
7,68028419AA,GEAR Sixth,,,,,,,,available,101,83.53,/parts/mopar-gear-sixth~68028419aa.html
8,4626530,NEEDLE BEARING Fifth Gear,,,,,,,,available,30.85,21.32,/parts/mopar-bearing-fifth-gear~4626530.html
9,68028593AA,BLOCKER RING 5th To 6th,,,,,,68028593AB,,available,317,211.5,/parts/mopar-ring-5th-to-6th~68028593aa.html
10,68028594AA,SYNCHRONIZER,,,,,,68166794AA,,available,176,118.13,/parts/mopar-synch-fifth-and-sixth~68028594aa.html
11,68029145AA,SPACER Fifth Gear,,,,,,,,available,6.75,4.72,/parts/mopar-shim-fifth-gear~68029145aa.html
12,5166076AA,SNAP RING,,,,,,,,available,18.7,13,/parts/mopar-ring~5166076aa.html
13,68028420AA,GEAR Fifth,,,,,,,,available,85.7,72.28,/parts/mopar-gear-fifth~68028420aa.html
14,4626538,BEARING Sixth Gear,,,,,,,,available,32.15,22.25,/parts/mopar-bearing-sixth-gear~4626538.html
15,4626560,WASHER Reverse Thrust,,,,2,1,,,available,24.15,16.72,/parts/mopar-gear-reverse-thrust~4626560.html
16,5166076AA,SNAP RING,,,,,,,,available,18.7,13,/parts/mopar-ring~5166076aa.html
17,5093287AA,GEAR Reverse,,,,,,,,available,210,24.1,/parts/mopar-gear-reverse~5093287aa.html
18,5093289AA,SNAP RING,,,,,,,,available,38.8,26.97,/parts/mopar-snap-ring-reverse-gear~5093289aa.html
19,68027837AA,SNAP RING,,,,,,,,available,2.4,1.63,/parts/mopar-ring~68027837aa.html
20,68028337AA,BEARING,,,,,,,,available,21.75,16.43,/parts/mopar-bearing~68028337aa.html
