ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,4854330AA,PANEL Sport Cap,,,,,,,,available,13093.23,10289.22,/parts/mopar-panel-sport-cap~4854330aa.html
2,4848875AB,APPLIQUE SPORT CAP,,,,,,,,discontinued,,,
5,6034578,RIVET .25 Grip.06-.25,,,27,16,1,,,discontinued,,,/parts/mopar-retainer~6034578.html
6,4073371,"WASHER Flat, Round ID.220, OD.75, THK.10",,,,2,1,,,available,0.85,0.58,/parts/mopar-washer-flat-round~4073371.html
7,6502337,NUT M10x1.5,,,,2,1,,,available,8.75,6,/parts/mopar-nut-hex-locking~6502337.html
8,6503675,SCREW AND WASHER Hex Head M10x1.5x40,,,,2,1,,,available,11.35,8.91,/parts/mopar-screw-hex-head~6503675.html
9,6035227,STUD .312-18x1.875,,,,2,1,,,discontinued,,,/parts/mopar-stud~6035227.html
10,PR73DX9AD,PAD Sport Cap,,,,,,,,discontinued,,,/parts/mopar-pad-sport-cap~pr73dx9ad.html
11,QX23DX9AB,GROMMET Sport Cap,,,,2,1,,,discontinued,,,/parts/mopar-grommet-sport-cap~qx23dx9ab.html
13,4848371,SEAL Sport Cap Base,,,,2,1,,,available,19,14.93,/parts/mopar-seal-sport-cap-base~4848371.html
15,RV89DX9AA,"COVER ""B"" Pillar Outside",,,,,,,Left Black,available,8.79,6.9,/parts/mopar-cover-b-pillar-outside~rv89dx9aa.html
16,4848849AA,PLATE Sport Bar to Frame,,,,2,1,,,available,21.6,10.18,/parts/mopar-shim-sport-bar-to-frame~4848849aa.html
17,35022111,SPACER Fender 1.0,,,,,,,,discontinued,,,/parts/mopar-shim-fender~35022111.html
18,35022112,SPACER Fender 1.5,,,,,,,,discontinued,,,/parts/mopar-shim-fender~35022112.html
19,4848128,WASHER Sport Bar,,,,2,1,,,available,1.47,1.15,/parts/mopar-washer-sport-bar~4848128.html
20,4643353,SHIM Floor Pan Isolator,,,,,,,,discontinued,,,/parts/mopar-shim-floor-pan-isolator~4643353.html
21,4848868AA,SHIM Floor Pan Isolator,,,,,,,,discontinued,,,/parts/mopar-shim-floor-pan-isolator~4848868aa.html
22,6501941,NUT AND WASHER,,,27,5,,,Sport Cap Attaching,discontinued,,,
,4854293AA,BRACKET Quarter Trim,Left,,,,,,,discontinued,,,/parts/mopar-bracket-quarter-trim~4854293aa.html
,6034756,RIVET Blind .156x.460,,,,10,1,,,discontinued,,,/parts/mopar-rivet-blind~6034756.html
