ref_no,part_number,description,side,year_range,fitting_vehicle_options,engine,require_quantity,package_quantity,replaced_by,replaces,notes,status,msrp,sale_price,item_dimensions,item_weight,detail_url
1,5030736AD,WIRING Underbody,,2009-2010,"29; ACR-X Coupe, COMP. Coupe, SRT-10 Coupe",10 Cyl 8.4L,,,,,,available,299,199.13,12.6 x 8.7 x 7.3 inches,7.00 Pounds,/parts/mopar-wiring-underbody~5030736ad.html
