ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,6100545,SCREW AND WASHER Hex Head M5x.8x25,,,,10,1,,,discontinued,,,/parts/mopar-screw-hex-head~6100545.html
2,4848763,COVER Baffle Air Upper,,,,,,,,discontinued,,,/parts/mopar-cover-baffle-air-upper~4848763.html
3,4709361,DUCT Air Filter To Baffle,,,,,,,,discontinued,,,/parts/mopar-duct-air-filter-to-baffle~4709361.html
4,4848198,BRACKET Radiator,,,,2,1,,,discontinued,,,/parts/mopar-bracket-radiator~4848198.html
5,6501067,PIN Push M6.3x20.5,,,,4,1,,,available,9.65,6.7,/parts/mopar-pin-push~6501067.html
6,4848737,BAFFLE Radiator,,,,,,,,discontinued,,,/parts/mopar-baffle-radiator~4848737.html
7,6502689,RIVET M4.9x16.50,,,,2,1,,,discontinued,,,/parts/mopar-rivet~6502689.html
8,6031321,PIN Retainer,,,,2,1,,,discontinued,,,/parts/mopar-pin-retainer~6031321.html
9,4848143,BAFFLE Radiator,Left,,,,,,,discontinued,,,/parts/mopar-baffle-radiator~4848143.html
10,6029074,U-NUT .25-20,,,,,,,,discontinued,,,/parts/mopar-nut~6029074.html
