ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,68193548AA,MASTER CYLINDER Brake,,,,,,,,available,313,253.11,/parts/mopar-cylinder-brake~68193548aa.html
2,68193549AA,RESERVOIR Brake Master Cylinder,,,,,,,,unavailable,56.1,47.71,/parts/mopar-reservoir-brake-master-cylinder~68193549aa.html
3,5191826AA,SEAL Master Cylinder To Booster,,,,,,,,available,16.3,11.24,/parts/mopar-seal-master-cylinder-to-booster~5191826aa.html
4,4723389,GROMMET Master Cylinder Reservoir,,,,2,1,4723389AB,,available,15.4,10.6,/parts/mopar-bushing-master-cylinder-reservoir~4723389.html
5,4683656AB,CAP Master Cylinder Reservoir,,,,,,,,available,37.2,25.92,/parts/mopar-cover-master-cylinder-reservoir~4683656ab.html
