ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,status,msrp,sale_price,detail_url
1,00154573,"NUT, w/Washer, Hex M5x0.80",,,,2,,,discontinued,,,
1,6100044,"NUT, w/Washer, Hex M5x0.80",,1992-95,,2,1,,discontinued,,,/parts/mopar-nut-hex~6100044.html
2,4642666,"ACTUATION SYSTEM, Clutch",,,,,,68437474AA,discontinued,,,/parts/mopar-hyd-ctrl-hydraulic-clutch~4642666.html
3,4643448,"BUSHING, Self Retaining",,,,,,,available,9.95,6.87,/parts/mopar-bushing-hydraulic-clutch-actuator~4643448.html
