ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,status,msrp,sale_price,detail_url
1,4626594,HOUSING,,,,,,,discontinued,,,/parts/mopar-housing-clutch~4626594.html
2,4642581,"CLYLINDER, Clutch Concentric Slave",,,,,,,discontinued,,,/parts/mopar-cylinder-clutch-release~4642581.html
3,181148,"SCREW, Trans. to Engine Att. .437-14x2.75",,,,2,1,6036621AA,available,32.85,22.95,/parts/mopar-screw-hex-head~181148.html
5,5245010,"SHIELD, Clutch Housing",,,,,,,discontinued,,,/parts/mopar-shield-transmission-dust~5245010.html
6,6023092,"SCREW, (.250-20x5.00)",,,,4,1,,available,9.45,6.58,/parts/mopar-bolt-hex-head~6023092.html
7,6100296,"SCREW, (M8x1.25x25.00)",,,,2,1,,available,8.65,6,/parts/mopar-bolt-hex-head~6100296.html
8,9417838,"SPACER, (ID .484 OD 890 Thk .0710",,,,2,1,,discontinued,,,/parts/mopar-spacer-flat~9417838.html
