ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,68110839AC,PANEL Side Sill,Left,,,,,68195687AE,,available,7805,5288.4,/parts/mopar-panel-side-sill~68110839ac.html
2,6034355,SCREW Hex Flange Head .25-14x.875,,,,14,1,,,available,5.85,4.02,/parts/mopar-screw-hex-flange-head~6034355.html
3,6035625,SCREW Tapping .190-16X.750,,,,8,1,,,available,18,12.52,/parts/mopar-screw-tapping~6035625.html
4,68141717AA,EXHAUST TIP Side Sill,Left,,,,,,,available,210,170.33,/parts/mopar-exhaust-side-sill~68141717aa.html
5,68160491AC,GRILLE Fender,Left,,,,,,,available,62.6,52.77,/parts/mopar-grille-fender~68160491ac.html
6,5029319AC,SHIELD Heat,Left,,,,,5029319AD,,available,72.35,59.61,/parts/mopar-shield-heat~5029319ac.html
7,6034645,RIVET .25 Grip-.06-.25,,,,2,1,,,available,12.7,8.8,/parts/mopar-retainer~6034645.html
8,68096359AA,PANEL Sill,Left,,,,,,,discontinued,,,
10,4865891AA,BRACKET Door Surround,,,,2,1,,,discontinued,,,/parts/mopar-bracket-door-surround~4865891aa.html
11,6035625,SCREW Tapping .190-16X.750,,,,8,1,,,available,18,12.52,/parts/mopar-screw-tapping~6035625.html
