ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,1795173,NUT Pinion Yoke,,,,,,5191197AA,,available,,14.51,/parts/mopar-nut-pinion~1795173.html
2,1795175,WASHER Pinion Yoke,,,,,,,,available,7,4.83,/parts/mopar-washer-pinion~1795175.html
3,5093385AA,YOKE Drive Shaft,,,,,,,,available,111,94.03,/parts/mopar-yoke-drive-shaft~5093385aa.html
4,5019843AA,SEAL Drive Pinion,,,,,,,,discontinued,,,/parts/mopar-seal-drive-pinion~5019843aa.html
5,4746979,BEARING Drive Pinion,,,,,,,,available,159,102.98,/parts/mopar-bearing-drive-pinion~4746979.html
6,4626710,PLUG Differential Housing,,,,,,68401316AB,,available,13.5,9.26,/parts/mopar-plug-differential-housing~4626710.html
7,4626696,SEAL Axle Drive Shaft,,,,2,1,,,available,35.05,24.35,/parts/mopar-seal-axle-drive-shaft~4626696.html
8,5093551AA,CIRCLIP Half Shaft,,,,2,1,5069009AA,,available,22.75,15.84,/parts/mopar-retainer-half-shaft~5093551aa.html
9,5093550AA,SHAFT Axle Intermediate,,,,,,,,discontinued,,,/parts/mopar-shaft-axle-intermediate~5093550aa.html
10,4864214,SPACER Drive Pinion Bearing,,,,,,,,available,32.3,22.37,/parts/mopar-spacer-drive-pinion-bearing~4864214.html
11,4864210,BEARING Drive Pinion,,,,,,,,available,171,109.03,/parts/mopar-bearing-drive-pinion~4864210.html
12,5093384AA,GEAR KIT Ring And Pinion,,,,,,,,available,556,447.7,/parts/mopar-gear-kit-ring-and-pinion~5093384aa.html
13,5093386AA,CASE Differential,,,,,,,,discontinued,,,/parts/mopar-differntl-differential~5093386aa.html
14,5012810AC,BOLT KIT,,,,,,,,available,56.45,39.26,/parts/mopar-bolt-kit-ring-gear~5012810ac.html
15,4864213,BEARING Differential,,,,,,,,available,88.55,59.63,/parts/mopar-bearing-differential~4864213.html
16,5093547AA,SHAFT Axle Intermediate,,,,,,,,discontinued,,,/parts/mopar-shaft-axle-intermediate~5093547aa.html
18,5093383AA,COVER Differential,,,,,,5093383AB,,available,512,336.6,/parts/mopar-cover-differential~5093383aa.html
19,J8129222,SHIM KIT Differential,,,,,,,,available,132,72.34,/parts/mopar-shim-differential~j8129222.html
20,4626728,SHIM KIT Pinion Shaft,,,,,,,,available,80.3,56.71,/parts/mopar-shim-pinion-shaft~4626728.html
21,4626709,BOLT Differential Cover,,,,9,1,,,available,4.25,3.67,/parts/mopar-boot-differential-cover~4626709.html
,5012870AB,PLENUM Differential,,,,,,,,discontinued,,,/parts/mopar-plenum-differential~5012870ab.html
,4626707,RING Axle Shaft,,,,2,1,,,available,7.08,5.57,/parts/mopar-snap-ring-axle-shaft~4626707.html
