ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,1BK22DX9AB,PANEL Headliner,,,,,,,,discontinued,,,
2,WX68DX9AA,RIVET,,,,4,1,,,available,11.3,7.86,/parts/mopar-rivet~wx68dx9aa.html
3,UZ101X7AB,VISOR,Right,,,,,UZ101X7AD,,discontinued,,,/parts/mopar-visor~uz101x7ab.html
4,1CR70DX9AB,ESCUTCHEON Visor,,,,4,1,,,discontinued,,,/parts/mopar-cover-visor~1cr70dx9ab.html
5,6507672AA,SCREW,,,,4,1,,,discontinued,,,/parts/mopar-screw~6507672aa.html
