ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,68110839AE,PANEL Side Sill,Left,,,,,,,discontinued,,,
2,6034355,SCREW Hex Flange Head .25-14x.875,,,,14,1,,,available,5.85,4.02,/parts/mopar-screw-hex-flange-head~6034355.html
3,6035625,SCREW Tapping .190-16X.750,,,,3,1,,,available,18,12.52,/parts/mopar-screw-tapping~6035625.html
4,68141717AA,EXHAUST TIP Side Sill,Left,,,,,,,available,210,170.33,/parts/mopar-exhaust-side-sill~68141717aa.html
5,68160491AC,GRILLE Fender,Left,,,,,,,available,62.6,52.77,/parts/mopar-grille-fender~68160491ac.html
6,5029319AD,SHIELD Heat,Left,,,,,,,available,72.35,59.46,/parts/mopar-shield-heat~5029319ad.html
7,6034645,RIVET .25 Grip-.06-.25,,,,2,1,,,available,12.7,8.8,/parts/mopar-retainer~6034645.html
8,68204725AA,PANEL Sill,Left,,,,,,,discontinued,,,/parts/mopar-panel-sill~68204725aa.html
10,4865891AA,BRACKET Door Surround,,,,2,1,,,discontinued,,,/parts/mopar-bracket-door-surround~4865891aa.html
11,6035625,SCREW Tapping .190-16X.750,,,,3,1,,,available,18,12.52,/parts/mopar-screw-tapping~6035625.html
