ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,4763269,"GLASS, Door",Left,,,,,,,discontinued,,,
1,4763280,"GLASS, Door",,,,2,1,,"STOP, Glass",discontinued,,,/parts/mopar-upstop-front-door-window-glass~4763280.html
2,6501373,SCREW,,,,,,,,available,9,6.23,/parts/mopar-screw-hex-head~6501373.html
3,4763279,"CHANNEL, Glass",Left,,,,,,,discontinued,,,/parts/mopar-channel-front-door-glass~4763279.html
4,6504199,SCREW,,,,,,,,available,6.35,2.33,/parts/mopar-screw-hex-flange-head~6504199.html
5,6502843,NUT,,,,,,,,available,7.8,5.3,/parts/mopar-nut-hex-nut-coned-washer~6502843.html
6,4763285,"CHANNEL, Glass Guide",Left,,,,,,,discontinued,,,
7,6501373,SCREW,,,,,,,,available,9,6.23,/parts/mopar-screw-hex-head~6501373.html
8,6500284,NUT,,,,,,,,discontinued,,,
9,4615678,"STABILIZER, Glass",,,,2,1,4615678AC,,discontinued,,,/parts/mopar-bracket-door-glass-belt~4615678.html
10,4763283,"REGULATOR, Glass",Left,,,,,,,discontinued,,,/parts/mopar-regulator-front-door-window~4763283.html
