ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
2,5181333AA,WHEEL Front,,,,2,1,,[WPS] 18X10.0 19X13.0 Aluminum Wheel,available,1240,804.1,/parts/mopar-wheel-aluminum~5181333aa.html
2,5290866AA,WHEEL Front,,,,2,1,,[WP6] 18X10.0 19X13.0 Aluminum Polished,discontinued,,,/parts/mopar-wheel~5290866aa.html
3,5181334AA,WHEEL Rear,,,,2,1,,[WPS] 18X10.0 19X13.0 Aluminum Wheel,available,1280,833.8,/parts/mopar-wheel-aluminum~5181334aa.html
3,5290868AA,WHEEL Rear,,,,2,1,,[WP6] 18X10.0 19X13.0 Aluminum Polished,discontinued,,,/parts/mopar-wheel~5290868aa.html
4,6036310AA,NUT Wheel .50x20 Chrome,,,,24,1,6036747AA,,available,16.45,8.91,/parts/mopar-nut-wheel~6036310aa.html
7,TW94XZAAA,CAP Wheel Center,,,,4,1,,,available,90.7,59.61,/parts/mopar-cap-wheel-center~tw94xzaaa.html
,52088961AA,NUT Tire Pressure Sensor,,,,2,1,,,available,15.85,11.07,/parts/mopar-nut-tire-pressure-sensor~52088961aa.html
,52088990AC,SENSOR Tire Pressure Valve stem,,,,2,1,68406527AA,,available,102,68.4,/parts/mopar-sensor-tire-pressure~52088990ac.html
,5181466AA,WHEEL Aluminum,,,,,,,Rear [WP4],discontinued,,,/parts/mopar-wheel-aluminum~5181466aa.html
,5181466AA,WHEEL Aluminum,,,,2,1,,"Rear [WP4]Rear [WP4], TXM]",discontinued,,,/parts/mopar-wheel-aluminum~5181466aa.html
