ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,6035558,SCREW Hex Flange Head .375-16x1.50,,,,6,1,,,available,6.25,4.91,/parts/mopar-screw-hex-flange-head~6035558.html
2,5037298AA,BRACKET Isolator,,,,,,,,discontinued,,,/parts/mopar-bracket-isolator~5037298aa.html
3,4643546,SHIELD Heat,,,,,,,,available,52.75,36.76,/parts/mopar-shield-heat~4643546.html
4,4642617AB,INSULATOR Engine Mount,,,,,,,,available,145,95.51,/parts/mopar-insulator-engine-mount~4642617ab.html
5,4643530AB,INSULATOR Engine Mount,,,,,,,,available,57.4,39.84,/parts/mopar-insulator-engine-mount~4643530ab.html
,6102067AA,BOLT,,,,2,1,,,available,3.4,2.27,/parts/mopar-bolt-hex-head~6102067aa.html
