ref_no,part_number,description,side,year_range,fitting_vehicle_options,require_quantity,package_quantity,replaced_by,notes,status,msrp,sale_price,detail_url
1,4848839AA,PANEL Door Surround,,,,,,,Left Paint as Required,discontinued,,,/parts/mopar-panel-door-surround~4848839aa.html
2,35022111,SPACER Fender 1.0,,,,,,,,discontinued,,,/parts/mopar-shim-fender~35022111.html
3,35022112,SPACER Fender 1.5,,,,,,,,discontinued,,,/parts/mopar-shim-fender~35022112.html
4,4848881AA,PLUG Body .75 Diameter,,,,8,1,,,discontinued,,,/parts/mopar-plug-body~4848881aa.html
5,4763641AD,PANEL Sill,Left,,,,,,,discontinued,,,
9,6504580,SCREW Hex Flange Head Tapping M4.8x1.59x13,,,,20,1,,,available,5,3.93,/parts/mopar-screw-hex-flange-head-tapping~6504580.html
,5245545,CAP,Left,,,,,,,discontinued,,,/parts/mopar-cap~5245545.html
,4708429,CLADDING Front Sill,Left,,,,,,,discontinued,,,/parts/mopar-applique-front-sill~4708429.html
,4708021,LABEL Exhaust Warning,,,,2,1,,,discontinued,,,/parts/mopar-label-exhaust-warning~4708021.html
,6504580,SCREW Hex Flange Head Tapping M4.8x1.59x13,,,,20,1,,,available,5,3.93,/parts/mopar-screw-hex-flange-head-tapping~6504580.html
